Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-February-2025,371.95,384.20,361.45,381.35,375.645289360017814021,2079261,27545,781064600.00,353477,17.00,22.75,9.40
19-February-2025,332.35,384.80,329.00,377.25,367.736198883553326620,3547684,46040,1304611829.00,356683,10.05,55.80,44.90
18-February-2025,342.60,343.60,325.05,333.10,332.029327486893906482,1332777,26775,442521051.00,382016,28.66,18.55,-9.50
17-February-2025,336.25,354.85,333.60,342.60,344.301793342418526785,1711943,29882,589425045.00,404985,23.66,21.25,6.35
14-February-2025,382.95,382.95,357.20,360.00,366.794400790199171470,406986,9084,149280186.00,87976,21.62,25.75,-22.95
13-February-2025,374.80,387.40,365.90,378.95,378.869370071377364959,609577,11384,230950054.00,90679,14.88,21.50,4.15
12-February-2025,367.70,377.25,342.10,371.50,357.447958885595230442,2457922,40497,878579202.00,558753,22.73,35.15,3.80
11-February-2025,382.20,385.95,367.25,369.65,372.280743598614707722,572298,11575,213055525.00,161395,28.20,18.70,-12.55
10-February-2025,395.95,399.00,379.00,381.30,383.979152754104520080,729257,22381,280019485.00,262823,36.04,20.00,-14.65
7-February-2025,401.00,402.90,393.65,395.35,398.101693501293067489,299675,6685,119301125.00,89793,29.96,9.25,-5.65
6-February-2025,406.45,411.50,402.00,402.95,404.656561321823308720,542947,11725,219707066.00,185210,34.11,9.50,-3.50
5-February-2025,410.05,416.35,404.15,406.30,408.832883840164676507,1154263,21340,471900671.00,317995,27.55,12.20,-3.75
4-February-2025,415.05,421.80,395.00,400.20,403.983260426403392922,1590841,27328,642673134.00,359747,22.61,26.80,-14.85
3-February-2025,414.20,420.00,398.00,407.25,406.851986901999041929,1828676,25873,744000464.00,338330,18.50,22.00,-6.95
1-February-2025,485.55,501.55,429.00,433.45,466.618945775131597353,6362210,100582,2968727723.00,2017595,31.71,72.55,-52.10
31-January-2025,441.60,481.05,436.20,476.45,463.365271812547403946,2673828,45668,1238959038.00,1059120,39.61,44.85,34.85
30-January-2025,434.95,444.50,429.25,437.05,437.997629137576376023,557603,8472,244228792.00,124035,22.24,15.25,2.10
29-January-2025,408.30,430.80,407.85,427.45,424.102729403014550733,865867,14975,367216558.00,347360,40.12,22.95,19.15
28-January-2025,406.70,413.95,385.20,407.65,400.897496470442216096,966835,18559,387601731.00,267980,27.72,28.75,0.95
27-January-2025,401.80,405.65,390.40,400.85,397.244712518469785049,370876,6223,147328530.00,127839,34.47,15.25,-0.95
24-January-2025,419.20,423.20,408.75,410.05,412.826863174728245575,515263,9479,212714408.00,143146,27.78,14.45,-9.15
23-January-2025,408.00,427.00,405.35,418.45,419.170732102758659824,863499,13013,361953508.00,183829,21.29,21.65,10.45
22-January-2025,421.00,423.45,398.85,408.00,406.459682136905241647,769262,16772,312673988.00,289629,37.65,24.60,-13.00
21-January-2025,433.45,435.60,416.80,419.50,425.663877654777385754,391417,7356,166612078.00,96309,24.61,18.80,-13.95
20-January-2025,429.75,437.45,416.25,431.55,429.899332942247060116,964834,18028,414781493.00,294421,30.52,21.20,1.80
17-January-2025,411.40,437.90,406.95,426.50,427.047076034705447738,1085478,15020,463550206.00,155323,14.31,30.95,15.10
16-January-2025,388.00,415.00,385.75,411.00,404.058563419051350882,2051844,31942,829065139.00,466331,22.73,29.25,23.00
15-January-2025,382.95,386.85,370.65,371.90,376.628055229470624406,447225,11566,168437482.00,158490,35.44,16.20,-11.05
14-January-2025,361.55,378.95,361.20,376.85,372.477460773076219189,830552,15677,309361900.00,239568,28.84,17.75,15.30
13-January-2025,381.25,384.00,355.85,358.15,367.351448057443150830,1615371,41886,593408876.00,706150,43.71,28.15,-23.10
10-January-2025,405.00,407.80,390.85,393.30,395.614502707242941808,808387,20911,319809621.00,328471,40.63,16.95,-11.70
9-January-2025,416.00,418.60,409.05,410.60,412.681830750893921334,314625,9374,129840021.00,142185,45.19,9.55,-5.40
8-January-2025,420.05,423.75,412.60,417.50,417.865261878699048219,431192,9095,180180158.00,140015,32.47,11.15,-2.55
7-January-2025,410.25,418.95,410.25,416.45,415.190760293922944525,120848,2949,50174973.00,44273,36.64,8.70,6.20
6-January-2025,432.60,436.35,408.00,410.20,417.865529506127386525,304208,7010,127118037.00,143365,47.13,28.35,-22.40
3-January-2025,430.25,439.35,430.25,431.95,434.523821387880331783,357221,7856,155221034.00,144311,40.40,9.10,1.70
2-January-2025,430.95,432.50,424.25,429.55,428.535096019537339929,110967,2972,47553254.00,37357,33.66,8.25,-1.40
1-January-2025,426.00,432.30,421.25,427.80,427.877744509019844835,509654,3704,218069604.00,389431,76.41,11.05,1.80
31-December-2024,414.50,439.90,414.50,422.65,426.591904646360606705,1009715,19506,430736245.00,228307,22.61,25.40,8.15
30-December-2024,425.50,429.30,404.45,409.10,417.162397609981266758,163346,5956,68141809.00,69554,42.58,24.85,-16.40
27-December-2024,427.65,432.25,424.00,425.40,426.961724948574786952,81672,2356,34870818.00,30890,37.82,8.25,-2.25
26-December-2024,428.70,432.95,425.20,427.65,428.283338645001403231,210229,7147,90037578.00,108730,51.72,7.75,-1.05
24-December-2024,429.05,434.75,426.90,428.55,429.654648367837481584,90279,2033,38788792.00,34238,37.92,7.85,-0.50
23-December-2024,435.05,442.10,426.00,429.50,432.097857230317129913,163340,4082,70578864.00,45136,27.63,16.10,-5.55
20-December-2024,459.70,459.70,431.00,433.00,442.909203393550013774,214171,4668,94858307.00,76164,35.56,28.70,-26.70
19-December-2024,430.95,450.00,430.95,448.35,446.374397451481745399,429426,12288,191684772.00,209363,48.75,19.05,17.40
18-December-2024,465.70,466.90,453.65,457.90,459.410370336229345747,433930,11756,199351942.00,187377,43.18,13.25,-7.80
17-December-2024,472.00,481.95,465.50,468.30,473.488557859632990146,687284,14758,325421110.00,325847,47.41,16.45,-3.70
16-December-2024,467.15,475.90,466.85,469.90,469.775936586026718236,376447,8605,176845742.00,168530,44.77,9.05,2.75
13-December-2024,469.35,471.55,456.20,466.00,462.674516050564574979,254882,4256,117927406.00,57155,22.42,15.35,-3.35
12-December-2024,475.75,479.05,466.70,471.45,471.828379946749197824,263658,5656,124401327.00,64131,24.32,12.35,-4.30
11-December-2024,457.95,482.45,457.00,474.20,473.925352543073618363,1112630,21984,527303565.00,507787,45.64,25.45,16.25
10-December-2024,472.35,472.35,455.35,458.60,460.390216365597196009,178032,4111,81964191.00,80635,45.29,17.00,-13.75
9-December-2024,465.05,474.60,463.60,470.40,469.634366626314286102,294076,6042,138108196.00,96856,32.94,11.00,5.35
6-December-2024,443.35,467.80,440.75,464.60,455.838320858378289466,1288849,26177,587506764.00,626872,48.64,27.05,21.25
5-December-2024,443.00,445.15,438.40,443.35,441.878733604581480330,443874,9710,196138481.00,184995,41.68,6.75,0.35
4-December-2024,443.75,451.85,439.00,441.30,443.321887128272316021,404530,6835,179337003.00,250140,61.83,12.85,-2.45
3-December-2024,439.45,444.25,436.50,437.60,438.665432549696728206,361392,9654,158530178.00,262442,72.62,7.75,-1.85
2-December-2024,437.00,447.00,435.25,436.95,439.351508125763098853,226871,4337,99676116.00,70834,31.22,11.75,-0.05
29-November-2024,444.30,445.00,434.20,435.80,437.651474579228922332,332366,9077,145460470.00,121685,36.61,10.80,-8.50
28-November-2024,442.00,450.65,440.05,443.40,444.936537182755181203,649656,10868,289055691.00,216940,33.39,10.60,1.40
27-November-2024,435.95,446.80,431.15,439.40,440.881080384176028924,721336,13880,318023395.00,308695,42.79,15.65,3.45
26-November-2024,440.75,444.00,432.30,434.05,438.264537771127474507,389623,6587,170757944.00,188614,48.41,11.70,-6.70
25-November-2024,451.00,462.75,434.25,437.75,447.722241579613192369,1064767,22473,476719868.00,339120,31.85,28.50,-13.25
22-November-2024,415.45,424.45,415.45,420.40,420.481976758232465995,165564,3099,69616678.00,55828,33.72,9.00,4.95
21-November-2024,425.15,431.95,420.00,421.65,423.616487767667411322,183530,3953,77746334.00,45569,24.83,11.95,-3.50
19-November-2024,420.85,434.90,420.00,431.85,429.415033471092169271,371664,5792,159598109.00,93042,25.03,14.90,11.00
18-November-2024,418.55,427.40,409.20,416.00,415.981732730746279703,648537,15111,269779545.00,201909,31.13,18.20,-2.55
14-November-2024,419.85,428.30,416.00,419.80,422.511841222930554754,329569,5362,139246805.00,86894,26.37,12.30,-0.05
13-November-2024,431.50,451.75,417.50,419.65,432.370164313772618769,424371,7487,183485359.00,94980,22.38,34.25,-11.85
12-November-2024,444.95,450.40,433.00,437.65,441.832381846682204705,534602,11483,236204475.00,163436,30.57,17.40,-7.30
11-November-2024,446.25,446.25,429.00,436.55,435.941908137468714789,633686,14640,276250284.00,210187,33.17,17.25,-9.70
8-November-2024,448.20,457.40,444.00,448.10,451.560684180548115179,472273,10579,213259919.00,142902,30.26,13.40,-0.10
7-November-2024,476.95,486.90,473.50,477.55,479.497152043718192662,484558,10080,232344181.00,96065,19.83,13.40,0.60
6-November-2024,465.05,472.30,460.50,469.60,466.811456081632746278,875727,17341,408799396.00,304733,34.80,11.80,4.55
5-November-2024,451.30,456.90,441.50,450.90,448.787694077852944438,721360,14135,323737491.00,143812,19.94,15.40,-0.40
4-November-2024,469.95,469.95,444.00,446.50,453.511615135569737474,278602,6506,126349243.00,84673,30.39,25.95,-23.45
1-November-2024,471.70,476.50,467.70,470.80,472.161964317067570670,74041,3587,34959344.00,35833,48.40,8.80,-0.90
31-October-2024,468.45,479.75,461.65,471.05,471.119801518803046429,725308,15614,341706961.00,162894,22.46,18.10,2.60
30-October-2024,440.00,479.15,436.15,465.65,466.065579648075181713,817220,13553,380878113.00,142904,17.49,43.00,25.65
29-October-2024,432.85,441.75,427.30,438.85,436.599766441644801058,683341,13735,298346521.00,129047,18.88,14.45,6.00
28-October-2024,418.10,436.40,408.60,432.70,426.394452197618094931,614802,13385,262148162.00,126837,20.63,27.80,14.60
25-October-2024,443.45,445.10,414.00,419.60,422.124615794489612370,1118542,31894,472164112.00,422019,37.73,31.10,-23.85
24-October-2024,443.70,449.50,435.65,442.05,441.236697542799524389,553394,13694,244177741.00,167962,30.35,13.85,-1.65
23-October-2024,439.15,453.00,421.30,442.75,438.419172553702717868,1112048,27783,487543164.00,286713,25.78,31.70,3.60
22-October-2024,462.95,463.00,440.00,442.65,447.259053191259562360,972171,33599,434812281.00,464531,47.78,23.00,-20.30
21-October-2024,477.25,481.95,463.60,465.65,469.891475534929103520,159881,5712,75126719.00,52518,32.85,18.35,-11.60
18-October-2024,485.35,486.00,470.50,477.20,477.244332223501210913,242379,6946,115674004.00,59463,24.53,15.50,-8.15
17-October-2024,489.10,514.40,484.55,489.25,499.819774176497711400,889190,15935,444434745.00,186573,20.98,29.85,0.15
16-October-2024,473.95,487.35,470.25,479.50,480.269561565525191448,233353,5725,112072343.00,58731,25.17,17.10,5.55
15-October-2024,470.05,476.80,466.85,473.75,472.272034536709740974,172570,4209,81499985.00,56661,32.83,9.95,3.70
14-October-2024,475.60,479.00,467.35,470.30,471.101600166251039068,144360,4702,68008227.00,50841,35.22,11.65,-5.30
11-October-2024,475.85,487.10,472.00,475.30,477.882045678905853148,208674,4787,99721558.00,54589,26.16,15.10,-0.55
10-October-2024,482.95,486.00,475.20,480.40,479.364154638560571661,218031,4421,104516246.00,52086,23.89,10.80,-2.55
9-October-2024,496.75,500.30,475.55,480.75,484.186191703528264428,459376,9346,222423516.00,122113,26.58,24.75,-16.00
8-October-2024,442.15,494.80,426.90,487.00,470.868009374258109869,1082539,18437,509732984.00,208068,19.22,67.90,44.85
7-October-2024,490.55,498.25,442.20,450.30,461.936443632917928761,939245,21814,433871495.00,300582,32.00,56.05,-40.25
4-October-2024,502.50,510.10,484.15,493.10,497.134575609503865146,618864,14434,307658692.00,193180,31.22,25.95,-9.40
3-October-2024,510.05,518.10,507.00,509.25,511.481054505635303144,671215,27137,343313756.00,392270,58.44,11.10,-0.80
1-October-2024,531.00,533.80,523.05,524.70,525.990566296260773056,145966,4387,76776739.00,45463,31.15,10.75,-6.30
30-September-2024,520.25,535.00,516.05,530.45,522.691509926987300153,197089,5507,103016747.00,68979,35.00,18.95,10.20
27-September-2024,522.05,530.80,522.05,526.00,526.055846742491744850,534212,14948,281025346.00,285049,53.36,8.75,3.95
26-September-2024,524.70,529.70,517.25,521.65,522.445251440861170544,720229,13569,376280221.00,225771,31.35,12.45,-3.05
25-September-2024,522.30,532.00,516.00,526.55,520.663554364806239497,608767,17640,316962790.00,225992,37.12,16.00,4.25
24-September-2024,530.00,530.35,522.00,526.25,525.567325329693734732,230062,5171,120913070.00,71250,30.97,8.35,-3.75
23-September-2024,544.90,544.90,528.65,534.00,534.601813966285391569,621511,18999,332260908.00,289223,46.54,16.25,-10.90
20-September-2024,511.65,548.55,505.70,544.25,534.347330659451747665,2470067,41156,1319873708.00,555367,22.48,42.85,32.60
19-September-2024,528.80,535.70,501.50,510.45,512.796817207823226739,879228,18556,450865320.00,244644,27.82,34.20,-18.35
18-September-2024,528.95,538.20,527.00,528.50,531.886370334571348356,715931,17228,380793941.00,252707,35.30,11.20,-0.45
17-September-2024,540.35,543.30,530.00,530.55,533.195278468709799815,877639,25995,467952971.00,428106,48.78,13.30,-9.80
16-September-2024,550.00,554.20,542.75,545.30,546.260043790342800832,685996,20068,374732205.00,368552,53.72,11.45,-4.70
13-September-2024,552.00,562.50,548.00,555.30,555.702249102060009404,399804,6099,222171982.00,96826,24.22,14.50,3.30
12-September-2024,560.20,562.15,545.00,551.95,550.556356429331054827,765414,20156,421403543.00,345363,45.12,17.15,-8.25
11-September-2024,568.00,568.00,555.25,556.90,559.268818831050440867,515574,15155,288344462.00,196195,38.05,12.75,-11.10
10-September-2024,569.00,578.80,563.45,565.50,569.351674830262591602,341557,6220,194466050.00,77101,22.57,15.35,-3.50
9-September-2024,569.05,572.25,553.35,562.25,560.119866279767291006,491773,9687,275451827.00,113932,23.17,18.90,-6.80
6-September-2024,582.20,584.80,565.85,569.50,572.447267461662207579,466837,9141,267239565.00,127227,27.25,18.95,-12.70
5-September-2024,596.40,596.40,580.35,581.65,587.241438056560856792,325773,8146,191307405.00,94384,28.97,16.05,-14.75
4-September-2024,598.00,600.50,590.60,592.60,595.478884747846278427,409988,6996,244139197.00,104999,25.61,9.90,-5.40
3-September-2024,604.65,606.40,597.10,600.30,600.634752464249260672,477123,8080,286576655.00,116801,24.48,9.30,-4.35
2-September-2024,608.80,619.40,593.35,601.15,604.056233871387782739,2111930,39107,1275724482.00,722435,34.21,26.05,-7.65
30-August-2024,583.00,614.80,580.90,608.45,602.274996020412940680,3203850,67147,1929598746.00,1189222,37.12,33.90,25.45
29-August-2024,582.75,584.85,572.85,579.35,579.498473061233588194,1390691,37393,805903311.00,902340,64.88,12.00,-3.40
28-August-2024,579.20,596.15,577.15,578.10,584.200315168639682637,2698238,55778,1576311490.00,1456122,53.97,19.00,-1.10
27-August-2024,577.65,586.80,572.55,576.15,577.534513112379302700,775908,11096,448113649.00,293080,37.77,14.25,-1.50
26-August-2024,576.45,585.65,575.25,576.50,577.817934617924091977,1254044,25177,724609114.00,853074,68.03,10.40,0.05
23-August-2024,571.70,594.70,568.50,572.60,581.201399143414197590,1251480,18412,727361927.00,361918,28.92,26.20,0.90
22-August-2024,573.65,576.80,567.00,570.70,571.331040950296967802,473452,7212,270497824.00,180846,38.20,9.80,-2.95
21-August-2024,560.05,572.45,552.80,563.75,563.222028438143725896,588857,9790,331657234.00,156076,26.50,19.65,3.70
20-August-2024,575.00,576.25,560.00,561.65,563.983047801038700583,1057090,21949,596180840.00,414188,39.18,16.25,-13.35
19-August-2024,581.20,589.90,571.10,573.60,580.179275527288193513,813502,13408,471977001.00,196224,24.12,18.80,-7.60
16-August-2024,560.05,581.85,560.05,570.35,571.732598811508723907,2139351,41360,1223136707.00,760299,35.54,21.80,10.30
14-August-2024,571.20,575.50,550.05,554.10,558.711342555316638617,1900242,39893,1061686759.00,507144,26.69,25.45,-17.10
13-August-2024,582.75,601.75,565.00,569.45,586.120097376744335344,2741517,37475,1606858211.00,466155,17.00,36.75,-13.30
12-August-2024,522.35,582.60,522.35,575.20,561.884434210455308332,5929696,111704,3331803882.00,1778264,29.99,60.25,52.85
9-August-2024,536.65,538.00,514.00,518.15,521.196530922602417386,1542658,31554,804027998.00,491427,31.86,24.00,-18.50
8-August-2024,566.00,582.95,531.40,538.35,552.809647918698313362,4206358,81517,2325315285.00,1346934,32.02,51.55,-27.65
7-August-2024,562.00,568.75,545.75,565.85,556.976511962230500512,1535207,33922,855074240.00,577563,37.62,23.00,3.85
6-August-2024,561.15,575.00,542.20,546.05,560.555229620712339566,1877335,48905,1052349952.00,697187,37.14,32.80,-15.10
5-August-2024,551.00,571.00,544.30,550.85,555.129797821565699658,3600384,112902,1998680442.00,1600141,44.44,26.70,-0.15
2-August-2024,583.40,593.50,579.55,590.00,587.252566419017468131,643114,13925,377670347.00,212981,33.12,13.95,6.60
1-August-2024,605.45,607.45,591.05,595.35,597.909643194269532205,437521,10760,261598025.00,137758,31.49,16.40,-10.10
31-July-2024,614.30,615.95,597.75,601.45,603.989446277870309026,646028,17347,390194094.00,263241,40.75,18.20,-12.85
30-July-2024,615.35,626.65,611.45,613.95,617.615625731011578478,2684636,53666,1658073143.00,976487,36.37,15.20,-1.40
29-July-2024,556.20,607.95,555.55,606.65,588.392726674267233328,5857458,98390,3446485684.00,2241965,38.28,52.40,50.45
26-July-2024,575.75,583.30,550.50,552.70,562.124356040094986217,2932636,77616,1648506123.00,1137079,38.77,32.80,-23.05
25-July-2024,590.95,595.90,574.15,575.75,582.945776051634733799,855858,19257,498918806.00,284709,33.27,21.75,-15.20
24-July-2024,591.00,606.80,583.00,593.40,595.273674273534169064,2069884,42278,1232147454.00,686635,33.17,23.80,2.40
23-July-2024,635.80,639.00,562.00,590.70,603.449907525772299361,3564777,62662,2151164351.00,712058,19.97,77.00,-45.10
22-July-2024,611.10,630.40,598.10,623.95,621.200865316719533550,4172114,66557,2591720827.00,1253631,30.05,32.30,12.85
19-July-2024,580.05,637.80,569.80,614.00,606.972928587244711233,8494939,132137,5156198003.00,2164878,25.48,68.00,33.95
18-July-2024,614.00,626.00,582.35,586.35,596.387777699372767243,4549029,113495,2712985296.00,1704594,37.47,43.65,-27.65
16-July-2024,626.95,631.65,605.00,620.15,618.412893914718282468,3846264,79031,2378579251.00,1363394,35.45,26.65,-6.80
15-July-2024,638.40,647.00,622.90,626.15,632.508914604858582178,1693457,33008,1071126649.00,502576,29.68,24.10,-12.25
12-July-2024,629.95,645.00,610.00,626.55,631.160204235045704816,5986240,107129,3778276461.00,1945193,32.49,35.00,-3.40
11-July-2024,634.50,643.95,605.65,630.00,627.087483280297545165,10108583,151678,6338965873.00,2516627,24.90,38.30,-4.50
10-July-2024,564.80,618.00,559.35,610.55,589.207153917858876836,18269290,232093,10764396365.00,4737844,25.93,58.65,45.75
9-July-2024,586.40,620.00,534.00,543.15,564.468276241972659930,8967790,131202,5062032963.00,1636930,18.25,86.00,-43.25
8-July-2024,508.30,578.95,508.10,565.80,554.254861810214166562,14272256,210763,7910467277.00,3022719,21.18,70.85,57.50
5-July-2024,425.00,498.05,424.20,491.45,467.259316869648053667,14175684,173303,6623720422.00,4941612,34.86,73.85,66.45
4-July-2024,418.55,431.00,417.35,418.75,422.507163832890408181,917386,12708,387602157.00,291914,31.82,13.65,0.20
3-July-2024,416.00,421.00,414.90,416.85,417.256784223654639302,1619640,23975,675805778.00,822184,50.76,6.10,0.85
2-July-2024,415.50,417.10,404.20,411.10,410.865188065190918298,771089,10456,316813627.00,255818,33.18,12.90,-4.40
1-July-2024,417.75,421.00,413.50,414.85,416.753586107760208614,1384370,21166,576941162.00,593878,42.90,7.50,-2.90
28-June-2024,418.00,424.25,410.70,416.65,418.068181938880460547,1129786,15196,472327579.00,298793,26.45,13.55,-1.35
27-June-2024,414.00,420.70,406.75,413.90,413.665251488780168790,1125418,13841,465546320.00,241652,21.47,13.95,-0.10
26-June-2024,409.30,413.80,401.30,409.05,408.634069449560850766,1547310,24625,632283582.00,539979,34.90,12.50,-0.25
25-June-2024,420.30,424.55,405.50,407.40,412.434133144340786272,1027201,16163,423652754.00,331841,32.31,19.05,-12.90
24-June-2024,410.00,432.00,405.25,416.50,419.318792594975443264,2741814,33796,1149694136.00,691864,25.23,26.75,6.50
21-June-2024,386.95,417.40,384.00,409.70,406.972670029455730316,8619036,99301,3507712094.00,3409612,39.56,33.40,22.75
20-June-2024,388.75,392.25,383.20,387.35,386.649090028855514444,572161,8825,221225530.00,175906,30.74,9.05,-1.40
19-June-2024,397.00,398.15,383.00,390.75,389.329650174031559015,1752843,34010,682433752.00,743594,42.42,15.15,-6.25
18-June-2024,396.25,405.00,395.00,396.10,399.413072081362682692,1209203,16016,482971485.00,390923,32.33,10.00,-0.15
14-June-2024,391.85,393.30,386.55,390.00,389.868854307551877780,1587433,24853,618890685.00,823824,51.90,6.75,-1.85
13-June-2024,394.95,395.95,386.00,390.35,390.117036361732402781,811705,11462,316659949.00,259234,31.94,9.95,-4.60
12-June-2024,390.45,397.00,389.10,392.00,392.984534022550842054,2269627,31916,891928309.00,930697,41.01,7.90,1.55
11-June-2024,382.00,392.35,378.90,389.45,386.634609833959926976,2186159,22648,845244732.00,592852,27.12,13.45,7.45
10-June-2024,383.50,386.50,369.30,373.80,376.585966568166155932,1279858,16964,481976562.00,400641,31.30,17.20,-9.70
7-June-2024,375.35,382.00,370.30,374.40,375.170625445309266841,2812652,36301,1055224410.00,900276,32.01,11.70,-0.95
6-June-2024,368.25,383.65,365.35,368.80,374.178521683180937826,4291137,50362,1605651299.00,1091040,25.43,18.30,0.55
5-June-2024,353.10,375.00,312.00,353.30,341.524069385810313742,7207122,106663,2461405634.00,1953144,27.10,63.00,0.20
4-June-2024,408.70,408.70,323.60,351.55,370.244749783692254619,6429497,92488,2380487508.00,1472496,22.90,85.10,-57.15
3-June-2024,423.30,424.95,385.00,404.50,402.231337082263612277,3897823,49766,1567826557.00,1012941,25.99,39.95,-18.80
31-May-2024,385.00,388.00,367.00,381.60,377.018413429742000795,3920671,48719,1478165160.00,1274090,32.50,21.00,-3.40
30-May-2024,378.95,384.50,373.45,382.85,381.379580951517229847,1764235,20513,672843205.00,365220,20.70,11.05,3.90
29-May-2024,372.70,378.40,362.75,375.50,372.931855308663683054,3366836,38301,1255600396.00,992933,29.49,15.65,2.80
28-May-2024,380.00,389.40,365.95,373.65,374.057820409634106424,2269977,26727,849102649.00,521243,22.96,23.45,-6.35
27-May-2024,377.75,399.70,374.45,376.75,386.281038777690563404,4402944,49553,1700773782.00,883825,20.07,25.25,-1.00
24-May-2024,375.00,381.00,365.70,370.35,372.356418559860620696,4408115,55901,1641389914.00,1545000,35.05,15.30,-4.65
23-May-2024,343.55,374.00,341.40,372.25,366.436792570006324163,8960869,114618,3283592095.00,3030317,33.82,32.60,28.70
22-May-2024,343.60,359.00,331.50,341.55,344.719945313712392634,3557016,40866,1226174361.00,706086,19.85,27.50,-2.05
21-May-2024,304.75,345.70,302.00,341.70,329.444846023685875467,4855552,53342,1599636581.00,1180604,24.31,43.70,36.95
18-May-2024,302.10,305.00,298.00,299.65,301.032917464025648035,482844,11184,145351938.00,290658,60.20,7.00,-2.45
17-May-2024,282.50,293.40,280.65,290.75,290.056742222250915124,1548970,14532,449289192.00,364760,23.55,12.75,8.25
16-May-2024,277.10,284.20,275.90,280.10,280.242432251888320814,1520928,17140,426228562.00,526462,34.61,8.30,3.00
15-May-2024,276.00,278.00,271.50,275.60,275.011093674245323942,1254048,13642,344877112.00,425952,33.97,6.50,-0.40
14-May-2024,260.35,276.05,260.00,273.95,269.788267578432918177,2029760,23411,547605434.00,617301,30.41,16.05,13.60
13-May-2024,261.70,262.00,249.75,255.80,254.369465477172201814,1067120,20736,271442744.00,382034,35.80,12.25,-5.90
10-May-2024,261.45,262.80,252.00,261.20,258.334125781236695560,587210,8200,151696382.00,122667,20.89,10.80,-0.25
9-May-2024,272.65,274.55,258.95,260.85,266.863408720576398295,1018740,17276,271864429.00,387553,38.04,15.60,-11.80
8-May-2024,265.80,272.25,260.95,269.95,268.565888920229060210,762245,11625,204713006.00,248373,32.58,11.30,4.15
7-May-2024,275.60,276.75,264.40,266.85,269.302146113488971339,1291544,21551,347815571.00,510662,39.54,12.35,-8.75
6-May-2024,286.40,286.40,270.90,276.50,276.825705815146503370,617938,8282,171061123.00,172119,27.85,15.50,-9.90
3-May-2024,289.65,290.50,281.65,284.05,285.158818384614628681,508795,5913,145087381.00,192653,37.86,8.85,-5.60
2-May-2024,289.20,291.90,284.75,288.75,288.846077688517521569,477754,6169,137997369.00,150803,31.56,7.15,-0.45
30-April-2024,292.60,293.55,285.50,286.25,288.416333469299027641,1228251,15677,354247650.00,593896,48.35,8.05,-6.35
29-April-2024,292.00,296.20,286.65,288.80,290.966737768082456129,619772,7902,180333037.00,218618,35.27,9.55,-3.20
26-April-2024,288.95,295.00,282.25,289.85,289.681480320601800026,1205982,11929,349350651.00,336945,27.94,12.75,0.90
25-April-2024,288.00,292.90,285.85,287.05,288.574688658717766339,2376010,27295,685656346.00,998308,42.02,7.05,-0.95
24-April-2024,280.80,286.20,278.95,284.45,282.944712686528059120,1335858,13398,377973958.00,390121,29.20,7.25,3.65
23-April-2024,265.60,280.00,264.20,277.30,272.872476389280096513,1555014,15614,424320521.00,498928,32.09,15.80,11.70
22-April-2024,262.00,265.00,260.60,264.10,263.226387973201560259,1396947,16491,367713313.00,752569,53.87,4.40,2.10
19-April-2024,254.25,262.30,251.80,258.65,256.955188924141909431,693400,7415,178172728.00,176891,25.51,10.50,4.40
18-April-2024,259.00,261.85,257.50,259.65,260.108916864448436983,1279609,14546,332837711.00,629961,49.23,4.35,0.65
16-April-2024,249.60,261.05,248.05,257.90,255.474434949935216264,1376117,14078,351562713.00,571317,41.52,13.00,8.30
15-April-2024,220.00,256.15,220.00,251.00,250.764633453197666802,877937,10141,220155550.00,259539,29.56,36.15,31.00
12-April-2024,259.35,261.80,256.50,260.00,259.685411740863338512,592120,6519,153764926.00,323569,54.65,5.30,0.65
10-April-2024,262.60,263.00,259.40,260.00,260.820085546637772466,228881,3522,59696762.00,126767,55.39,3.60,-2.60
9-April-2024,265.65,265.75,260.75,262.05,262.367114703900402510,774638,10995,203239537.00,417243,53.86,5.00,-3.60
8-April-2024,267.85,270.70,262.70,264.35,265.689836662107826829,973932,13185,258763834.00,410399,42.14,8.00,-3.50
5-April-2024,263.15,267.50,259.15,264.10,263.979636493547090608,537432,6606,141871104.00,175236,32.61,8.35,0.95
4-April-2024,266.05,268.65,261.35,263.90,264.694904000874849635,896154,13416,237207397.00,408286,45.56,7.30,-2.15
3-April-2024,263.65,270.50,261.80,265.05,266.337349666812976337,626525,6575,166867008.00,200451,31.99,8.70,1.40
2-April-2024,261.75,266.75,258.50,264.35,263.982340022464752133,1491225,19741,393657065.00,724094,48.56,8.25,2.60
1-April-2024,260.55,265.65,259.80,261.80,261.969824785249725807,1601977,20160,419669634.00,731998,45.69,5.85,1.25
28-March-2024,256.45,259.00,252.00,252.95,254.317671290060883879,507852,6098,129155738.00,174880,34.44,7.00,-3.50
27-March-2024,264.40,266.25,254.25,255.90,260.529642409262315258,2059701,23407,536613165.00,684188,33.22,12.00,-8.50
26-March-2024,253.20,267.80,252.60,260.50,260.948702445649182310,2270849,19126,592575100.00,423831,18.66,15.20,7.30
22-March-2024,244.75,252.95,242.50,249.80,248.965940847613951102,1446366,16406,360095872.00,627210,43.36,10.45,5.05
21-March-2024,246.75,249.45,244.00,244.50,246.155442493425191332,1505367,15301,370554280.00,447738,29.74,5.45,-2.25
